ORDER_ITEM_ID,ORDER_ID,MENU_ITEM_ID,QUANTITY,ITEM_PRICE_AT_ORDER
O0002173_1,O0002173,M013,3,292.93
O0002174_1,O0002174,M067,3,614.93
O0002174_2,O0002174,M067,2,639.24
O0002174_3,O0002174,M025,1,332.75
O0002174_4,O0002174,M082,3,350.51
O0002175_1,O0002175,M027,3,481.60
O0002175_2,O0002175,M067,1,690.47
O0002176_1,O0002176,M023,1,207.47
O0002176_2,O0002176,M052,1,634.47
O0002177_1,O0002177,M077,1,401.83
O0002177_2,O0002177,M073,1,306.42
O0002178_1,O0002178,M075,2,237.74
O0002179_1,O0002179,M076,3,684.98
O0002179_2,O0002179,M087,3,185.33
O0002180_1,O0002180,M078,3,758.27
O0002181_1,O0002181,M071,3,693.19
O0002182_1,O0002182,M027,1,474.15
O0002182_2,O0002182,M095,3,339.96
O0002182_3,O0002182,M018,3,647.01
O0002182_4,O0002182,M065,3,298.22
O0002183_1,O0002183,M019,3,376.33
O0002183_2,O0002183,M056,2,620.48
O0002184_1,O0002184,M062,1,690.11
O0002185_1,O0002185,M023,2,212.97
O0002185_2,O0002185,M061,2,649.65
O0002185_3,O0002185,M082,2,387.95
O0002185_4,O0002185,M087,3,205.71
O0002186_1,O0002186,M082,1,361.54
O0002186_2,O0002186,M088,3,541.84
O0002187_1,O0002187,M053,2,629.75
O0002187_2,O0002187,M070,1,532.33
O0002187_3,O0002187,M020,1,386.30
O0002188_1,O0002188,M060,3,577.60
O0002188_2,O0002188,M079,3,444.93
O0002188_3,O0002188,M061,2,735.34
O0002188_4,O0002188,M097,3,685.17
O0002189_1,O0002189,M017,3,220.51
O0002189_2,O0002189,M048,3,563.49
O0002190_1,O0002190,M075,3,273.49
O0002190_2,O0002190,M053,3,632.24
O0002190_3,O0002190,M019,1,391.27
O0002191_1,O0002191,M072,3,713.15
O0002192_1,O0002192,M013,3,297.62
O0002192_2,O0002192,M017,3,222.41
O0002192_3,O0002192,M001,1,288.50
O0002192_4,O0002192,M019,3,330.90
O0002192_5,O0002192,M064,1,501.23
O0002193_1,O0002193,M053,1,721.03
O0002194_1,O0002194,M092,1,555.47
O0002194_2,O0002194,M035,1,709.57
O0002195_1,O0002195,M010,2,740.75
O0002196_1,O0002196,M097,3,667.08
O0002196_2,O0002196,M034,2,571.86
O0002196_3,O0002196,M079,3,429.22
O0002196_4,O0002196,M048,3,582.96
O0002197_1,O0002197,M030,1,658.54
O0002197_2,O0002197,M055,1,249.26
O0002197_3,O0002197,M020,1,372.24
O0002197_4,O0002197,M076,2,671.59
O0002197_5,O0002197,M096,1,612.39
O0002198_1,O0002198,M002,1,164.83
O0002198_2,O0002198,M035,2,699.89
O0002198_3,O0002198,M090,3,539.08
O0002199_1,O0002199,M047,1,468.44
O0002199_2,O0002199,M042,2,492.44
O0002199_3,O0002199,M082,1,334.95
O0002200_1,O0002200,M004,1,175.16
O0002200_2,O0002200,M087,3,201.23
O0002200_3,O0002200,M036,2,437.49
O0002201_1,O0002201,M047,2,443.80
O0002201_2,O0002201,M014,1,308.69
O0002201_3,O0002201,M026,2,645.27
O0002201_4,O0002201,M031,3,367.12
O0002201_5,O0002201,M068,1,576.81
O0002202_1,O0002202,M054,3,570.81
O0002203_1,O0002203,M036,3,398.35
O0002203_2,O0002203,M048,3,523.98
O0002203_3,O0002203,M074,2,293.43
O0002204_1,O0002204,M046,2,425.33
O0002204_2,O0002204,M034,1,567.74
O0002205_1,O0002205,M015,2,200.07
O0002205_2,O0002205,M040,2,598.75
O0002205_3,O0002205,M079,1,395.46
O0002205_4,O0002205,M025,3,311.35
O0002206_1,O0002206,M041,3,392.64
O0002206_2,O0002206,M010,3,724.76
O0002206_3,O0002206,M014,3,335.03
O0002206_4,O0002206,M019,3,325.26
O0002206_5,O0002206,M024,3,283.78
O0002207_1,O0002207,M072,3,690.44
O0002207_2,O0002207,M023,1,202.15
O0002207_3,O0002207,M044,3,638.27
O0002208_1,O0002208,M099,3,373.10
O0002209_1,O0002209,M038,2,301.53
O0002209_2,O0002209,M067,2,642.98
O0002210_1,O0002210,M007,1,401.72
O0002211_1,O0002211,M037,1,501.91
O0002211_2,O0002211,M033,1,240.33
O0002211_3,O0002211,M034,3,603.05
O0002211_4,O0002211,M047,2,447.30
O0002211_5,O0002211,M042,3,457.97
O0002212_1,O0002212,M097,2,688.89
O0002212_2,O0002212,M077,3,467.93
O0002212_3,O0002212,M062,2,810.07
O0002212_4,O0002212,M090,2,546.16
O0002213_1,O0002213,M046,2,423.83
O0002213_2,O0002213,M051,2,422.02
O0002213_3,O0002213,M100,3,527.63
O0002214_1,O0002214,M075,2,247.03
O0002214_2,O0002214,M070,1,466.08
O0002214_3,O0002214,M012,1,801.34
O0002214_4,O0002214,M031,1,350.89
O0002214_5,O0002214,M045,1,657.25
O0002215_1,O0002215,M064,3,431.59
O0002215_2,O0002215,M093,3,427.66
O0002215_3,O0002215,M014,2,332.23
O0002215_4,O0002215,M056,1,578.86
O0002216_1,O0002216,M057,3,262.29
O0002216_2,O0002216,M090,1,591.44
O0002217_1,O0002217,M090,2,570.43
O0002218_1,O0002218,M071,2,665.04
O0002218_2,O0002218,M100,3,580.13
O0002219_1,O0002219,M027,2,411.06
O0002219_2,O0002219,M035,1,752.89
O0002219_3,O0002219,M065,1,336.18
O0002219_4,O0002219,M078,3,667.12
O0002219_5,O0002219,M063,3,344.74
O0002220_1,O0002220,M003,2,467.35
O0002220_2,O0002220,M029,2,306.28
O0002220_3,O0002220,M008,3,523.03
O0002220_4,O0002220,M099,2,349.50
O0002220_5,O0002220,M073,3,306.94
O0002221_1,O0002221,M026,1,613.14
O0002221_2,O0002221,M076,3,662.04
O0002221_3,O0002221,M069,1,463.25
O0002221_4,O0002221,M028,3,433.45
O0002221_5,O0002221,M053,1,682.79
O0002222_1,O0002222,M036,3,395.63
O0002222_2,O0002222,M082,3,337.85
O0002222_3,O0002222,M085,1,477.93
O0002223_1,O0002223,M068,3,572.22
O0002223_2,O0002223,M050,1,261.06
O0002223_3,O0002223,M018,3,638.85
O0002223_4,O0002223,M073,1,273.88
O0002224_1,O0002224,M024,1,276.71
O0002224_2,O0002224,M056,1,575.22
O0002224_3,O0002224,M045,2,629.36
O0002224_4,O0002224,M035,2,669.81
O0002224_5,O0002224,M080,3,253.00
O0002225_1,O0002225,M097,2,651.76
O0002226_1,O0002226,M091,3,299.01
O0002226_2,O0002226,M059,1,537.21
O0002226_3,O0002226,M078,1,746.93
O0002226_4,O0002226,M041,2,433.97
O0002227_1,O0002227,M098,3,720.52
O0002227_2,O0002227,M090,1,512.14
O0002227_3,O0002227,M071,3,665.30
O0002228_1,O0002228,M090,3,529.62
O0002228_2,O0002228,M023,3,214.85
O0002228_3,O0002228,M013,2,307.72
O0002228_4,O0002228,M098,2,674.12
O0002229_1,O0002229,M092,2,472.03
O0002229_2,O0002229,M093,3,461.31
O0002229_3,O0002229,M094,2,401.16
O0002229_4,O0002229,M065,1,321.01
O0002229_5,O0002229,M025,3,305.29
O0002230_1,O0002230,M017,2,211.83
O0002231_1,O0002231,M084,2,652.00
O0002232_1,O0002232,M037,3,482.06
O0002233_1,O0002233,M087,2,198.20
O0002233_2,O0002233,M025,1,284.92
O0002233_3,O0002233,M022,3,482.61
O0002234_1,O0002234,M057,2,292.41
O0002234_2,O0002234,M036,3,387.63
O0002235_1,O0002235,M001,1,287.44
O0002236_1,O0002236,M050,3,295.55
O0002236_2,O0002236,M054,1,489.94
O0002236_3,O0002236,M003,3,475.31
O0002236_4,O0002236,M079,2,397.72
O0002236_5,O0002236,M031,3,326.98
O0002237_1,O0002237,M009,1,592.83
O0002237_2,O0002237,M014,2,372.86
O0002238_1,O0002238,M034,1,650.18
O0002238_2,O0002238,M052,1,712.00
O0002238_3,O0002238,M067,3,673.51
O0002239_1,O0002239,M036,2,412.59
O0002239_2,O0002239,M010,1,685.00
O0002239_3,O0002239,M050,1,256.11
O0002239_4,O0002239,M056,3,625.05
O0002240_1,O0002240,M068,3,588.87
O0002240_2,O0002240,M025,3,324.86
O0002240_3,O0002240,M058,1,300.10
O0002240_4,O0002240,M084,3,657.50
O0002240_5,O0002240,M047,2,489.25
O0002241_1,O0002241,M012,2,701.04
O0002241_2,O0002241,M091,3,269.16
O0002242_1,O0002242,M067,1,639.29
O0002242_2,O0002242,M024,3,267.74
O0002242_3,O0002242,M044,1,583.52
O0002243_1,O0002243,M033,3,275.01
O0002243_2,O0002243,M028,1,375.23
O0002243_3,O0002243,M041,1,436.83
O0002243_4,O0002243,M097,3,570.92
O0002243_5,O0002243,M059,1,539.62
O0002244_1,O0002244,M070,3,497.32
O0002244_2,O0002244,M051,3,401.02
O0002244_3,O0002244,M037,3,468.54
O0002245_1,O0002245,M006,3,586.48
O0002245_2,O0002245,M080,2,225.27
O0002245_3,O0002245,M007,2,403.84
O0002246_1,O0002246,M087,3,201.80
O0002247_1,O0002247,M058,3,272.45
O0002248_1,O0002248,M075,3,238.35
O0002249_1,O0002249,M099,2,352.27
O0002249_2,O0002249,M097,1,654.19
O0002249_3,O0002249,M038,1,290.39
O0002249_4,O0002249,M018,3,634.32
O0002249_5,O0002249,M015,1,189.03
O0002250_1,O0002250,M071,1,675.25
O0002251_1,O0002251,M027,2,451.60
O0002252_1,O0002252,M074,3,291.93
O0002252_2,O0002252,M080,1,213.44
O0002252_3,O0002252,M071,2,685.13
O0002252_4,O0002252,M034,1,577.10
O0002253_1,O0002253,M064,1,465.71
O0002253_2,O0002253,M007,1,360.33
O0002254_1,O0002254,M090,1,505.68
O0002254_2,O0002254,M043,3,298.12
O0002254_3,O0002254,M081,2,386.03
O0002254_4,O0002254,M003,1,431.19
O0002254_5,O0002254,M017,1,215.67
O0002255_1,O0002255,M047,3,493.17
O0002255_2,O0002255,M007,1,413.17
O0002255_3,O0002255,M043,2,282.47
O0002256_1,O0002256,M026,2,576.77
O0002256_2,O0002256,M027,3,460.06
O0002256_3,O0002256,M054,1,541.96
O0002256_4,O0002256,M073,2,319.64
O0002257_1,O0002257,M072,2,706.38
O0002257_2,O0002257,M031,2,338.43
O0002257_3,O0002257,M015,1,210.64
O0002257_4,O0002257,M071,1,691.67
O0002258_1,O0002258,M077,2,451.37
O0002259_1,O0002259,M042,2,460.73
O0002259_2,O0002259,M088,1,590.32
O0002259_3,O0002259,M073,3,329.01
O0002260_1,O0002260,M099,2,371.91
O0002260_2,O0002260,M049,3,701.64
O0002260_3,O0002260,M096,2,659.03
O0002260_4,O0002260,M028,2,401.57
O0002260_5,O0002260,M005,3,624.54
O0002261_1,O0002261,M007,2,411.12
O0002261_2,O0002261,M096,2,719.51
O0002261_3,O0002261,M062,1,676.96
O0002262_1,O0002262,M017,1,244.72
O0002263_1,O0002263,M062,3,690.52
O0002263_2,O0002263,M092,2,551.74
O0002263_3,O0002263,M008,3,569.40
O0002263_4,O0002263,M089,1,235.40
O0002263_5,O0002263,M006,2,551.80
O0002264_1,O0002264,M095,1,371.56
O0002265_1,O0002265,M050,2,251.16
O0002265_2,O0002265,M001,1,307.89
O0002266_1,O0002266,M071,2,647.48
O0002266_2,O0002266,M024,1,269.84
O0002267_1,O0002267,M024,1,276.40
O0002267_2,O0002267,M024,2,251.96
O0002267_3,O0002267,M092,3,494.45
O0002268_1,O0002268,M041,1,449.57
O0002268_2,O0002268,M089,2,254.43
O0002268_3,O0002268,M022,1,479.26
O0002269_1,O0002269,M081,1,382.36
O0002269_2,O0002269,M051,2,447.14
O0002269_3,O0002269,M045,1,635.10
O0002270_1,O0002270,M071,3,710.98
O0002271_1,O0002271,M022,1,448.06
O0002271_2,O0002271,M002,1,189.96
O0002271_3,O0002271,M098,2,658.31
O0002272_1,O0002272,M066,3,249.08
O0002272_2,O0002272,M034,1,640.33
O0002272_3,O0002272,M040,1,550.64
O0002273_1,O0002273,M092,1,471.76
O0002273_2,O0002273,M094,3,402.71
O0002273_3,O0002273,M048,3,606.77
O0002273_4,O0002273,M045,3,622.40
O0002273_5,O0002273,M025,1,317.21
O0002274_1,O0002274,M097,2,601.42
O0002274_2,O0002274,M068,3,529.19
O0002274_3,O0002274,M052,2,681.28
O0002275_1,O0002275,M063,2,364.40
O0002275_2,O0002275,M021,1,380.38
O0002275_3,O0002275,M063,1,382.77
O0002275_4,O0002275,M037,1,478.51
O0002276_1,O0002276,M013,3,327.62
O0002277_1,O0002277,M068,2,559.14
O0002277_2,O0002277,M019,2,336.45
O0002277_3,O0002277,M071,1,769.58
O0002277_4,O0002277,M078,2,707.12
O0002278_1,O0002278,M018,1,710.37
O0002278_2,O0002278,M085,2,460.99
O0002279_1,O0002279,M021,1,378.99
O0002279_2,O0002279,M013,3,296.69
O0002280_1,O0002280,M036,3,389.95
O0002281_1,O0002281,M075,1,254.55
O0002281_2,O0002281,M044,1,679.43
O0002282_1,O0002282,M098,1,736.36
O0002282_2,O0002282,M025,2,334.05
O0002282_3,O0002282,M078,3,707.80
O0002282_4,O0002282,M076,2,666.12
O0002283_1,O0002283,M039,1,426.31
O0002283_2,O0002283,M092,1,506.85
O0002283_3,O0002283,M066,3,266.83
O0002283_4,O0002283,M077,3,438.78
O0002284_1,O0002284,M032,2,595.45
O0002284_2,O0002284,M071,3,686.56
O0002284_3,O0002284,M078,2,711.71
O0002285_1,O0002285,M058,3,322.12
O0002285_2,O0002285,M085,3,426.73
O0002285_3,O0002285,M079,1,454.04
O0002285_4,O0002285,M015,3,209.43
O0002285_5,O0002285,M060,3,560.10
O0002286_1,O0002286,M075,2,267.83
O0002286_2,O0002286,M010,2,675.16
O0002286_3,O0002286,M042,3,449.14
O0002286_4,O0002286,M057,3,256.17
O0002286_5,O0002286,M090,2,526.72
O0002287_1,O0002287,M095,1,338.32
O0002287_2,O0002287,M022,2,470.26
O0002287_3,O0002287,M024,2,277.35
O0002287_4,O0002287,M091,1,278.63
O0002288_1,O0002288,M077,1,430.92
O0002288_2,O0002288,M001,2,310.37
O0002288_3,O0002288,M065,3,331.87
O0002288_4,O0002288,M014,1,316.84
O0002289_1,O0002289,M094,2,397.77
O0002289_2,O0002289,M085,2,428.78
O0002290_1,O0002290,M092,1,483.81
O0002290_2,O0002290,M010,2,644.68
O0002290_3,O0002290,M067,1,638.65
O0002290_4,O0002290,M090,1,595.36
O0002291_1,O0002291,M017,1,219.30
O0002291_2,O0002291,M071,1,673.17
O0002292_1,O0002292,M073,3,317.45
O0002292_2,O0002292,M012,2,761.73
O0002292_3,O0002292,M037,2,499.54
O0002292_4,O0002292,M053,2,695.35
O0002293_1,O0002293,M084,1,709.85
O0002294_1,O0002294,M073,2,295.53
O0002294_2,O0002294,M022,2,481.06
O0002294_3,O0002294,M007,2,413.33
O0002294_4,O0002294,M031,3,385.65
O0002294_5,O0002294,M049,3,727.90
O0002295_1,O0002295,M071,2,644.26
O0002296_1,O0002296,M074,2,279.59
O0002296_2,O0002296,M090,3,577.12
O0002296_3,O0002296,M013,1,296.93
O0002297_1,O0002297,M031,2,361.00
O0002297_2,O0002297,M025,2,277.88
O0002297_3,O0002297,M029,1,289.13
O0002297_4,O0002297,M044,3,632.11
O0002297_5,O0002297,M041,3,409.23
O0002298_1,O0002298,M005,3,565.86
O0002298_2,O0002298,M013,1,345.94
O0002298_3,O0002298,M100,2,554.12
O0002298_4,O0002298,M083,3,762.89
O0002298_5,O0002298,M022,1,511.24
O0002299_1,O0002299,M075,1,254.50
O0002300_1,O0002300,M019,2,390.30
O0002300_2,O0002300,M044,2,610.58
O0002300_3,O0002300,M037,3,492.37
O0002300_4,O0002300,M091,2,295.72
O0002301_1,O0002301,M061,1,752.89
O0002302_1,O0002302,M099,3,356.53
O0002302_2,O0002302,M029,2,285.25
O0002302_3,O0002302,M070,3,521.10
O0002302_4,O0002302,M032,1,644.83
O0002302_5,O0002302,M005,1,596.07
O0002303_1,O0002303,M048,3,532.10
O0002303_2,O0002303,M017,1,225.54
O0002304_1,O0002304,M045,3,687.01
O0002304_2,O0002304,M068,3,587.07
O0002305_1,O0002305,M010,3,635.10
O0002305_2,O0002305,M100,1,548.41
O0002305_3,O0002305,M074,2,285.34
O0002305_4,O0002305,M059,2,577.62
O0002306_1,O0002306,M098,2,733.63
O0002307_1,O0002307,M062,2,776.12
O0002307_2,O0002307,M062,1,795.86
O0002308_1,O0002308,M010,3,706.28
O0002308_2,O0002308,M053,2,657.03
O0002308_3,O0002308,M036,3,407.12
O0002308_4,O0002308,M038,1,315.53
O0002308_5,O0002308,M034,2,636.90
O0002309_1,O0002309,M071,2,731.25
O0002309_2,O0002309,M006,1,555.33
O0002309_3,O0002309,M035,3,749.14
O0002310_1,O0002310,M039,2,403.34
O0002310_2,O0002310,M021,1,403.40
O0002310_3,O0002310,M077,3,443.53
O0002310_4,O0002310,M027,2,482.14
O0002311_1,O0002311,M010,2,706.77
O0002312_1,O0002312,M030,3,630.39
O0002312_2,O0002312,M024,3,269.80
O0002312_3,O0002312,M024,1,298.44
O0002313_1,O0002313,M071,2,731.30
O0002313_2,O0002313,M058,1,270.79
O0002314_1,O0002314,M051,2,472.57
O0002314_2,O0002314,M072,3,678.23
O0002315_1,O0002315,M008,2,518.06
O0002316_1,O0002316,M041,3,423.20
O0002316_2,O0002316,M073,1,292.48
O0002317_1,O0002317,M052,2,662.29
O0002317_2,O0002317,M019,1,366.45
O0002317_3,O0002317,M073,2,322.47
O0002317_4,O0002317,M062,1,740.47
O0002317_5,O0002317,M044,2,617.46
O0002318_1,O0002318,M051,1,434.43
O0002319_1,O0002319,M037,1,565.38
O0002319_2,O0002319,M057,3,292.07
O0002319_3,O0002319,M077,2,455.81
O0002319_4,O0002319,M062,3,770.11
O0002320_1,O0002320,M081,1,418.00
O0002320_2,O0002320,M022,2,484.52
O0002320_3,O0002320,M054,2,519.87
O0002320_4,O0002320,M097,2,671.13
O0002320_5,O0002320,M055,3,247.08
O0002321_1,O0002321,M045,3,681.63
O0002321_2,O0002321,M084,1,635.68
O0002321_3,O0002321,M051,3,481.11
O0002321_4,O0002321,M084,1,682.35
O0002322_1,O0002322,M093,1,461.98
O0002322_2,O0002322,M042,2,507.68
O0002322_3,O0002322,M083,2,751.95
O0002323_1,O0002323,M089,3,254.52
O0002323_2,O0002323,M055,1,246.71
O0002324_1,O0002324,M002,3,193.96
O0002324_2,O0002324,M022,1,483.23
O0002325_1,O0002325,M080,3,252.63
O0002325_2,O0002325,M029,3,309.69
O0002325_3,O0002325,M079,2,412.93
O0002326_1,O0002326,M021,1,360.95
O0002326_2,O0002326,M043,3,262.61
O0002326_3,O0002326,M096,3,638.22
O0002326_4,O0002326,M090,1,512.05
O0002326_5,O0002326,M095,1,353.53
O0002327_1,O0002327,M062,2,698.41
O0002328_1,O0002328,M042,2,453.53
O0002328_2,O0002328,M051,1,418.32
O0002328_3,O0002328,M035,2,651.39
O0002328_4,O0002328,M034,3,578.36
O0002328_5,O0002328,M092,1,552.04
O0002329_1,O0002329,M061,3,671.70
O0002329_2,O0002329,M091,1,303.36
O0002329_3,O0002329,M088,1,523.33
O0002330_1,O0002330,M004,2,168.58
O0002330_2,O0002330,M057,1,288.86
O0002330_3,O0002330,M089,1,239.61
O0002330_4,O0002330,M075,2,277.58
O0002330_5,O0002330,M031,1,364.81
O0002331_1,O0002331,M003,2,485.59
O0002331_2,O0002331,M084,2,733.60
O0002331_3,O0002331,M062,2,751.66
O0002331_4,O0002331,M049,1,729.09
O0002331_5,O0002331,M032,3,640.26
O0002332_1,O0002332,M027,1,422.19
O0002332_2,O0002332,M070,2,488.14
O0002332_3,O0002332,M076,2,725.16
O0002332_4,O0002332,M088,1,590.98
O0002332_5,O0002332,M057,3,283.44
O0002333_1,O0002333,M040,3,632.65
O0002333_2,O0002333,M053,3,627.72
O0002333_3,O0002333,M063,1,338.28
O0002333_4,O0002333,M079,1,471.96
O0002334_1,O0002334,M045,3,601.05
O0002334_2,O0002334,M042,3,462.77
O0002335_1,O0002335,M040,2,558.95
O0002335_2,O0002335,M083,2,659.88
O0002335_3,O0002335,M039,3,387.61
O0002335_4,O0002335,M025,3,294.40
O0002335_5,O0002335,M056,3,567.95
O0002336_1,O0002336,M089,1,254.60
O0002336_2,O0002336,M066,1,240.18
O0002336_3,O0002336,M014,2,321.01
O0002336_4,O0002336,M010,3,748.09
O0002336_5,O0002336,M060,2,572.75
O0002337_1,O0002337,M057,3,287.76
O0002337_2,O0002337,M085,3,507.21
O0002337_3,O0002337,M019,3,328.12
O0002338_1,O0002338,M092,1,496.24
O0002339_1,O0002339,M073,2,299.27
O0002340_1,O0002340,M032,1,585.40
O0002340_2,O0002340,M023,2,210.63
O0002340_3,O0002340,M040,1,588.37
O0002340_4,O0002340,M021,3,366.08
O0002340_5,O0002340,M012,3,697.52
O0002341_1,O0002341,M069,3,423.89
O0002342_1,O0002342,M061,1,710.07
O0002342_2,O0002342,M100,1,526.41
O0002342_3,O0002342,M043,3,266.30
O0002343_1,O0002343,M007,3,346.61
O0002343_2,O0002343,M068,1,579.68
O0002343_3,O0002343,M079,3,425.85
O0002344_1,O0002344,M067,1,651.28
O0002345_1,O0002345,M054,2,547.21
O0002345_2,O0002345,M055,3,251.52
O0002346_1,O0002346,M070,2,532.63
O0002346_2,O0002346,M092,3,511.41
O0002346_3,O0002346,M005,1,564.59
O0002346_4,O0002346,M094,3,392.47
O0002346_5,O0002346,M052,3,594.92
O0002347_1,O0002347,M030,1,676.93
O0002347_2,O0002347,M030,3,613.06
O0002348_1,O0002348,M038,3,303.40
O0002348_2,O0002348,M011,1,733.62
O0002348_3,O0002348,M048,2,554.03
O0002348_4,O0002348,M065,2,293.50
O0002349_1,O0002349,M073,3,325.67
O0002349_2,O0002349,M005,3,561.59
O0002349_3,O0002349,M087,3,186.97
O0002349_4,O0002349,M031,1,376.64
O0002350_1,O0002350,M084,3,743.99
O0002350_2,O0002350,M012,1,710.30
O0002350_3,O0002350,M031,2,366.32
O0002350_4,O0002350,M002,1,166.48
O0002351_1,O0002351,M016,3,184.84
O0002351_2,O0002351,M010,2,642.46
O0002351_3,O0002351,M029,3,296.88
O0002352_1,O0002352,M041,2,391.85
O0002352_2,O0002352,M097,3,684.09
O0002352_3,O0002352,M058,3,286.00
O0002352_4,O0002352,M090,1,580.89
O0002353_1,O0002353,M082,3,406.36
O0002353_2,O0002353,M071,1,647.49
O0002354_1,O0002354,M011,3,670.87
O0002355_1,O0002355,M027,3,454.93
O0002355_2,O0002355,M019,3,346.95
O0002355_3,O0002355,M024,2,286.21
O0002355_4,O0002355,M006,2,626.38
O0002355_5,O0002355,M064,2,439.76
O0002356_1,O0002356,M014,1,336.26
O0002356_2,O0002356,M053,2,659.46
O0002356_3,O0002356,M033,2,285.29
O0002356_4,O0002356,M057,1,292.76
O0002357_1,O0002357,M001,3,308.08
O0002357_2,O0002357,M048,2,527.52
O0002357_3,O0002357,M092,3,560.68
O0002357_4,O0002357,M022,3,495.91
O0002357_5,O0002357,M021,1,354.05
O0002358_1,O0002358,M086,3,764.73
O0002358_2,O0002358,M084,3,626.43
O0002358_3,O0002358,M073,3,288.01
O0002358_4,O0002358,M038,3,300.35
O0002358_5,O0002358,M055,2,221.68
O0002359_1,O0002359,M078,2,686.14
O0002359_2,O0002359,M025,2,295.91
O0002359_3,O0002359,M007,2,365.59
O0002360_1,O0002360,M076,3,727.53
O0002361_1,O0002361,M057,1,269.59
O0002361_2,O0002361,M080,2,219.22
O0002361_3,O0002361,M029,3,276.91
O0002362_1,O0002362,M084,2,738.11
O0002362_2,O0002362,M092,1,514.23
O0002362_3,O0002362,M020,1,347.83
O0002362_4,O0002362,M062,3,796.89
O0002362_5,O0002362,M063,2,400.26
O0002363_1,O0002363,M040,1,649.34
O0002363_2,O0002363,M079,2,433.30
O0002363_3,O0002363,M013,2,327.14
O0002363_4,O0002363,M089,3,248.03
O0002363_5,O0002363,M033,3,247.94
O0002364_1,O0002364,M001,1,322.76
O0002364_2,O0002364,M075,2,248.47
O0002365_1,O0002365,M028,3,431.75
O0002365_2,O0002365,M082,1,389.77
O0002366_1,O0002366,M033,1,288.28
O0002366_2,O0002366,M069,2,405.99
O0002367_1,O0002367,M035,3,717.22
O0002367_2,O0002367,M012,3,745.90
O0002367_3,O0002367,M053,1,606.05
O0002367_4,O0002367,M032,2,656.51
O0002368_1,O0002368,M023,2,202.13
O0002368_2,O0002368,M026,1,566.71
O0002368_3,O0002368,M010,1,757.47
O0002369_1,O0002369,M076,1,778.44
O0002369_2,O0002369,M067,3,613.23
O0002369_3,O0002369,M030,3,676.88
O0002369_4,O0002369,M021,2,351.77
O0002369_5,O0002369,M018,3,651.66
O0002370_1,O0002370,M067,3,643.15
O0002370_2,O0002370,M089,3,264.26
O0002370_3,O0002370,M075,3,241.35
O0002370_4,O0002370,M015,1,185.18
O0002370_5,O0002370,M047,3,474.29
O0002371_1,O0002371,M009,1,575.70
O0002371_2,O0002371,M059,2,572.84
O0002371_3,O0002371,M047,3,438.59
O0002372_1,O0002372,M090,3,588.74
O0002372_2,O0002372,M071,1,709.34
O0002373_1,O0002373,M084,1,644.89
O0002373_2,O0002373,M010,3,672.86
O0002373_3,O0002373,M065,1,339.19
O0002373_4,O0002373,M062,1,796.81
O0002374_1,O0002374,M009,1,628.54
O0002374_2,O0002374,M017,3,241.22
O0002374_3,O0002374,M021,2,382.47
O0002374_4,O0002374,M021,2,366.65
O0002375_1,O0002375,M015,1,214.51
O0002376_1,O0002376,M098,3,766.22
O0002376_2,O0002376,M024,2,263.97
O0002376_3,O0002376,M091,2,324.23
O0002377_1,O0002377,M040,2,584.80
O0002378_1,O0002378,M099,1,372.33
O0002379_1,O0002379,M008,1,539.71
O0002379_2,O0002379,M025,1,290.94
O0002379_3,O0002379,M011,1,764.34
O0002380_1,O0002380,M072,1,673.02
O0002380_2,O0002380,M086,3,791.45
O0002380_3,O0002380,M066,2,261.72
O0002381_1,O0002381,M005,2,533.73
O0002381_2,O0002381,M049,2,636.46
O0002381_3,O0002381,M058,2,295.90
O0002382_1,O0002382,M030,3,709.89
O0002382_2,O0002382,M066,2,288.91
O0002382_3,O0002382,M061,3,655.81
O0002382_4,O0002382,M021,1,335.14
O0002382_5,O0002382,M072,1,671.56
O0002383_1,O0002383,M077,3,461.90
O0002383_2,O0002383,M047,3,437.31
O0002384_1,O0002384,M098,1,744.75
O0002384_2,O0002384,M002,3,164.18
O0002384_3,O0002384,M035,2,681.04
O0002384_4,O0002384,M069,3,413.31
O0002384_5,O0002384,M086,3,785.30
O0002385_1,O0002385,M098,2,678.91
O0002385_2,O0002385,M086,1,764.52
O0002385_3,O0002385,M047,2,466.80
O0002385_4,O0002385,M048,1,529.20
O0002385_5,O0002385,M072,3,703.60
O0002386_1,O0002386,M036,2,434.44
O0002387_1,O0002387,M057,3,284.99
O0002387_2,O0002387,M029,3,302.72
O0002387_3,O0002387,M055,3,224.54
O0002387_4,O0002387,M067,1,607.53
O0002388_1,O0002388,M038,2,317.45
O0002388_2,O0002388,M081,2,437.60
O0002388_3,O0002388,M036,2,419.02
O0002388_4,O0002388,M016,3,214.53
O0002389_1,O0002389,M009,3,632.91
O0002389_2,O0002389,M080,3,230.19
O0002389_3,O0002389,M088,2,537.11
O0002389_4,O0002389,M085,3,453.37
O0002390_1,O0002390,M006,3,584.12
O0002391_1,O0002391,M021,3,334.56
O0002391_2,O0002391,M057,1,270.09
O0002391_3,O0002391,M005,3,568.06
O0002391_4,O0002391,M026,3,644.83
O0002392_1,O0002392,M029,2,283.77
O0002393_1,O0002393,M054,1,517.64
O0002393_2,O0002393,M013,3,305.11
O0002393_3,O0002393,M037,1,516.79
O0002393_4,O0002393,M045,3,692.63
O0002394_1,O0002394,M028,1,362.87
O0002394_2,O0002394,M051,1,428.23
